company.founded,demographics.age,demographics.gender,location.citizenship,location.region,wealth.how.industry,wealth.how.inherited
1962,68,male,Italy,Europe,Energy,father
1923,69,male,Turkey,Middle East/North Africa,Media,not inherited
1976,66,male,Turkey,Middle East/North Africa,Constrution,not inherited
1851,74,female,France,Europe,Mining and metals,4th generation
1990,62,male,India,South Asia,Technology-Medical,not inherited
1977,69,male,United States,North America,Hedge funds,not inherited
1960,59,male,India,South Asia,Consumer,not inherited
1970,66,male,United States,North America,Consumer,not inherited
1981,61,male,Philippines,East Asia,Energy,father
1978,43,male,Lebanon,Middle East/North Africa,Constrution,father
1981,58,male,India,South Asia,Technology-Computer,not inherited
1948,66,male,Brazil,Latin America,Constrution,father
1974,69,male,United States,North America,Private equity/leveraged buyout,not inherited
1962,86,male,United States,North America,Other,not inherited
1995,50,male,Ukraine,Europe,Non-consumer industrial,not inherited
1989,56,male,Thailand,East Asia,"Retail, Restaurant",not inherited
1944,81,male,Brazil,Latin America,Constrution,not inherited
1982,59,male,United States,North America,Venture Capital,not inherited
1993,48,male,China,East Asia,Non-consumer industrial,not inherited
1998,45,male,Ukraine,Europe,Consumer,not inherited
1993,49,male,China,East Asia,Diversified financial,not inherited
1984,58,male,India,South Asia,Technology-Medical,not inherited
1940,79,male,Spain,Europe,"Retail, Restaurant",father
1869,81,male,United States,North America,Diversified financial,3rd generation
1998,56,male,Russia,Europe,"Retail, Restaurant",not inherited
2005,47,male,United States,North America,Hedge funds,not inherited
1946,86,female,United States,North America,Diversified financial,spouse/widow
2000,55,male,China,East Asia,Money Management,not inherited
1956,84,male,United States,North America,Media,not inherited
1896,68,male,Belgium,Europe,"Retail, Restaurant",3rd generation
1952,68,male,Spain,Europe,Diversified financial,not inherited
1992,61,male,Russia,Europe,Consumer,not inherited
1959,53,male,Morocco,Middle East/North Africa,Energy,father
1953,86,male,United States,North America,Real Estate,not inherited
2002,43,male,China,East Asia,Non-consumer industrial,not inherited
1985,56,male,United States,North America,Mining and metals,not inherited
1947,71,male,United States,North America,Consumer,father
1957,82,male,France,Europe,Constrution,not inherited
1979,75,male,United States,North America,Real Estate,not inherited
1964,45,male,Russia,Europe,Real Estate,not inherited
2004,45,male,Russia,Europe,Non-consumer industrial,not inherited
1962,77,male,United States,North America,Media,not inherited
1896,66,female,Netherlands,Europe,"Retail, Restaurant",spouse/widow
1993,58,male,Russia,Europe,Energy,not inherited
1936,78,male,Italy,Europe,Constrution,father
1962,77,male,Italy,Europe,Energy,father
1989,47,male,Russia,Europe,Media,not inherited
2005,42,male,Turkey,Middle East/North Africa,Consumer,not inherited
1938,68,female,South Korea,East Asia,Technology-Computer,spouse/widow
1975,72,male,United States,North America,Money Management,not inherited
1994,69,male,United States,North America,Technology-Computer,not inherited
2001,61,male,Brazil,Latin America,Consumer,not inherited
1985,44,male,United States,North America,Other,not inherited
1969,73,male,Japan,East Asia,"Retail, Restaurant",not inherited
2001,44,male,United States,North America,Hedge funds,not inherited
1993,61,female,China,East Asia,Technology-Medical,not inherited
1953,90,male,Australia,North America,Consumer,not inherited
1943,76,female,Brazil,Latin America,Money Management,father
1937,63,male,Chile,Latin America,Money Management,father
1993,48,male,Israel,Middle East/North Africa,Technology-Computer,not inherited
1890,81,male,Mexico,Latin America,Consumer,not inherited
1972,68,male,United Kingdom,Europe,Other,not inherited
1955,82,male,France,Europe,"Retail, Restaurant",not inherited
1981,58,male,India,South Asia,Technology-Computer,not inherited
1957,70,male,United States,North America,Real Estate,father
1884,73,male,Italy,Europe,Consumer,5th generation or longer
1990,46,male,Russia,Europe,Money Management,not inherited
1884,76,male,Italy,Europe,Consumer,5th generation or longer
1978,63,male,Canada,North America,Constrution,not inherited
1985,69,male,Germany,Europe,"Retail, Restaurant",not inherited
1996,51,male,Norway,Europe,Real Estate,not inherited
1925,64,male,Russia,Europe,Consumer,not inherited
1997,42,male,Czech Republic,Europe,Real Estate,not inherited
1953,41,male,India,South Asia,Other,3rd generation
1954,52,male,Italy,Europe,Consumer,not inherited
1992,55,male,United States,North America,Hedge funds,not inherited
1829,70,male,United States,North America,Consumer,5th generation or longer
1994,46,male,Russia,Europe,Money Management,not inherited
1955,78,male,Israel,Middle East/North Africa,Money Management,not inherited
1980,64,male,Japan,East Asia,"Retail, Restaurant",not inherited
1995,53,male,United States,North America,Media,not inherited
2003,55,male,Germany,Europe,Mining and metals,not inherited
1996,64,male,Russia,Europe,Consumer,not inherited
1995,41,male,China,East Asia,Media,not inherited
1997,44,male,China,East Asia,Energy,not inherited
1994,57,male,Hong Kong,East Asia,Real Estate,not inherited
1959,73,female,Japan,East Asia,Constrution,spouse/widow
1990,62,male,Russia,Europe,Money Management,not inherited
1973,0,male,United States,North America,"Retail, Restaurant",not inherited
1901,78,female,United States,North America,"Retail, Restaurant",3rd generation
1919,29,male,Germany,Europe,Consumer,3rd generation
1992,56,male,United States,North America,Hedge funds,not inherited
2003,39,male,United States,North America,Media,not inherited
1973,71,male,Japan,East Asia,Real Estate,not inherited
1992,64,male,Thailand,East Asia,Real Estate,not inherited
1956,58,female,South Korea,East Asia,Media,father
1995,50,male,China,East Asia,Diversified financial,not inherited
2010,43,male,United States,North America,Technology-Computer,not inherited
1995,49,male,Russia,Europe,Media,not inherited
1955,59,female,Chile,Latin America,Mining and metals,father
1997,56,male,United States,North America,Energy,not inherited
1973,0,female,United States,North America,"Retail, Restaurant",not inherited
1965,77,male,United States,North America,Consumer,not inherited
1903,88,male,United States,North America,Consumer,3rd generation
1967,70,male,Japan,East Asia,"Retail, Restaurant",not inherited
1994,66,male,France,Europe,Real Estate,not inherited
1973,76,male,South Africa,Sub-Saharan Africa,Other,not inherited
1976,64,male,Hong Kong,East Asia,Technology-Computer,not inherited
1993,42,male,Russia,Europe,Constrution,not inherited
1965,48,male,United States,North America,Technology-Computer,not inherited
1947,67,male,United States,North America,Real Estate,not inherited
1961,65,male,India,South Asia,Other,father
1971,78,male,Taiwan,East Asia,Technology-Computer,not inherited
1901,80,male,United States,North America,"Retail, Restaurant",3rd generation
1978,60,male,Italy,Europe,Consumer,not inherited
1990,67,male,United States,North America,Diversified financial,not inherited
1966,67,male,Brazil,Latin America,Real Estate,not inherited
1975,66,male,United States,North America,Technology-Computer,not inherited
1981,66,male,United States,North America,Media,not inherited
1869,71,female,United States,North America,Consumer,3rd generation
0,48,male,China,East Asia,Real Estate,not inherited
1992,54,male,China,East Asia,Real Estate,not inherited
1961,82,male,Indonesia,East Asia,Real Estate,not inherited
1981,68,male,United States,North America,Money Management,not inherited
1869,73,male,United Kingdom,Europe,"Retail, Restaurant",4th generation
1928,71,male,South Africa,Sub-Saharan Africa,Mining and metals,father
2003,44,male,China,East Asia,Non-consumer industrial,not inherited
1948,59,male,United States,North America,"Retail, Restaurant",father
1961,85,male,Brazil,Latin America,Non-consumer industrial,not inherited
1962,70,male,Brazil,Latin America,Real Estate,not inherited
1956,0,male,Kuwait,Middle East/North Africa,Diversified financial,father
1976,52,male,United States,North America,Real Estate,not inherited
1956,81,male,Canada,North America,Consumer,not inherited
1961,92,male,United States,North America,Money Management,not inherited
1895,70,male,Austria,Europe,Consumer,4th generation
1991,54,male,United States,North America,Technology-Computer,not inherited
1978,77,male,France,Europe,Other,not inherited
1976,68,male,United States,North America,Technology-Medical,not inherited
1956,0,male,Kuwait,Middle East/North Africa,Diversified financial,father
1997,50,male,China,East Asia,Real Estate,not inherited
1977,69,male,Brazil,Latin America,Real Estate,not inherited
1975,73,male,Brazil,Latin America,Real Estate,not inherited
1988,66,male,United States,North America,Media,not inherited
1985,61,male,South Africa,Sub-Saharan Africa,Media,not inherited
1938,43,female,South Korea,East Asia,Technology-Computer,3rd generation
1888,85,male,Hong Kong,East Asia,Consumer,3rd generation
1934,58,male,Israel,Middle East/North Africa,Mining and metals,not inherited
1961,79,female,Brazil,Latin America,Non-consumer industrial,spouse/widow
1955,76,female,Monaco,Europe,Money Management,spouse/widow
1976,45,male,United States,North America,Real Estate,not inherited
1973,65,male,Indonesia,East Asia,Mining and metals,not inherited
2001,61,male,United States,North America,Diversified financial,not inherited
1956,0,male,Kuwait,Middle East/North Africa,Diversified financial,father
1998,45,male,Turkey,Middle East/North Africa,Other,not inherited
1995,69,male,Turkey,Middle East/North Africa,Consumer,not inherited
1992,58,male,China,East Asia,Real Estate,not inherited
2002,38,male,United States,North America,Technology-Computer,not inherited
1996,24,female,Hong Kong,East Asia,Real Estate,father
1973,54,male,United States,North America,Other,father
1993,48,male,Ukraine,Europe,Consumer,not inherited
1976,66,male,Austria,Europe,Consumer,not inherited
1991,65,male,Mexico,Latin America,Non-consumer industrial,not inherited
1950,57,male,Egypt,Middle East/North Africa,Real Estate,father
1961,59,male,Israel,Middle East/North Africa,Technology-Computer,not inherited
1970,86,male,United States,North America,"Retail, Restaurant",not inherited
1997,49,male,South Africa,Sub-Saharan Africa,Technology-Medical,not inherited
2003,44,male,China,East Asia,Consumer,not inherited
1983,64,male,Thailand,East Asia,Media,not inherited
1988,53,male,Sweden,Europe,Hedge funds,not inherited
1995,46,male,Russia,Europe,Consumer,not inherited
1993,47,male,Russia,Europe,Diversified financial,not inherited
1926,70,male,Switzerland,Europe,"Retail, Restaurant",father
1988,49,male,China,East Asia,Technology-Computer,not inherited
1961,84,male,Brazil,Latin America,Non-consumer industrial,not inherited
2004,54,male,Russia,Europe,Consumer,not inherited
1994,46,male,South Korea,East Asia,Technology-Computer,not inherited
1971,81,male,Canada,North America,Media,not inherited
1988,56,male,Morocco,Middle East/North Africa,Real Estate,not inherited
1942,71,male,India,South Asia,Consumer,father
1932,62,male,Kuwait,Middle East/North Africa,Diversified financial,father
1995,66,male,Malaysia,East Asia,Real Estate,not inherited
1930,45,male,South Korea,East Asia,"Retail, Restaurant",3rd generation
1921,66,male,United States,North America,Energy,3rd generation
1997,52,male,United Kingdom,Europe,Money Management,not inherited
1998,52,male,Hong Kong,East Asia,"Retail, Restaurant",not inherited
1976,87,male,France,Europe,Consumer,not inherited
1990,48,male,Russia,Europe,Energy,not inherited
1932,68,male,Kuwait,Middle East/North Africa,Diversified financial,father
1982,56,male,United States,North America,Diversified financial,not inherited
1955,68,male,Japan,East Asia,Other,father
1995,51,male,China,East Asia,Real Estate,not inherited
2004,38,male,Japan,East Asia,Technology-Computer,not inherited
1988,54,male,Nigeria,Sub-Saharan Africa,Consumer,not inherited
1953,69,male,Turkey,Middle East/North Africa,Diversified financial,not inherited
1961,73,male,Italy,Europe,Consumer,not inherited
1921,56,male,Argentina,Latin America,Technology-Medical,father
1991,61,male,Russia,Europe,Energy,not inherited
1996,42,male,Russia,Europe,Real Estate,not inherited
1947,59,male,Singapore,East Asia,Real Estate,father
1978,35,male,Lebanon,Middle East/North Africa,Constrution,father
1887,70,female,United Kingdom,Europe,Consumer,spouse/widow
1969,54,male,United States,North America,Media,father
1930,57,female,United States,North America,"Retail, Restaurant",father
1987,67,male,Hong Kong,East Asia,Consumer,not inherited
1941,76,male,South Korea,East Asia,Consumer,father
1993,63,male,France,Europe,Mining and metals,not inherited
1988,49,male,United States,North America,Other,not inherited
1992,57,male,Russia,Europe,Energy,not inherited
1944,63,female,United States,North America,0,father
1910,85,male,United States,North America,"Retail, Restaurant",father
1967,0,female,Brazil,Latin America,Non-consumer industrial,spouse/widow
1940,71,male,Taiwan,East Asia,Diversified financial,father
2007,30,male,United States,North America,Technology-Computer,not inherited
1957,65,male,Indonesia,East Asia,Mining and metals,father
1978,33,male,Lebanon,Middle East/North Africa,Constrution,father
1996,51,male,United States,North America,Consumer,not inherited
1982,74,male,Australia,North America,"Retail, Restaurant",not inherited
1988,50,male,France,Europe,Technology-Medical,not inherited
1969,64,male,Brazil,Latin America,Consumer,not inherited
1989,48,male,Indonesia,East Asia,Media,not inherited
1996,60,male,China,East Asia,Real Estate,not inherited
1995,59,male,Romania,Europe,Consumer,not inherited
1999,0,male,St. Kitts and Nevis,Latin America,Consumer,not inherited
1853,75,male,France,Europe,Constrution,3rd generation
1998,61,male,United Kingdom,Europe,Non-consumer industrial,not inherited
2004,59,male,United States,North America,Technology-Computer,not inherited
1993,50,male,Singapore,East Asia,Real Estate,not inherited
1996,42,male,Russia,Europe,Real Estate,not inherited
1960,40,male,Ukraine,Europe,Mining and metals,not inherited
1972,68,male,Australia,North America,Real Estate,not inherited
1960,77,male,Australia,North America,Constrution,not inherited
1994,64,male,Russia,Europe,Diversified financial,not inherited
1998,50,male,China,East Asia,Technology-Medical,not inherited
1943,76,female,Brazil,Latin America,Money Management,father
1991,63,male,China,East Asia,Mining and metals,not inherited
1926,69,female,Argentina,Latin America,Constrution,father
1989,55,male,United Kingdom,Europe,Real Estate,not inherited
1984,60,male,United States,North America,"Retail, Restaurant",not inherited
1969,69,male,India,South Asia,Real Estate,not inherited
1982,62,male,Oman,Middle East/North Africa,Energy,not inherited
1975,53,male,Malaysia,East Asia,Energy,not inherited
1983,61,male,Israel,Middle East/North Africa,Technology-Medical,not inherited
1984,50,male,China,East Asia,Technology-Computer,not inherited
1996,42,male,Russia,Europe,Real Estate,not inherited
2004,56,male,Russia,Europe,Diversified financial,not inherited
1999,43,male,India,South Asia,Consumer,not inherited
1968,53,male,India,South Asia,Other,not inherited
1980,56,male,Singapore,East Asia,"Retail, Restaurant",not inherited
1967,83,male,Canada,North America,"Retail, Restaurant",not inherited
1979,57,male,Brazil,Latin America,Constrution,not inherited
1985,55,male,United States,North America,Technology-Computer,not inherited
1988,61,male,Cyprus,Europe,Real Estate,not inherited
1990,60,male,China,East Asia,Non-consumer industrial,not inherited
0,50,male,China,East Asia,Consumer,not inherited
1952,68,male,United States,North America,0,father
1983,68,male,United States,North America,Energy,not inherited
1992,49,male,Hong Kong,East Asia,Consumer,not inherited
2007,51,female,United Kingdom,Europe,Real Estate,not inherited
1993,52,male,China,East Asia,Other,not inherited
1993,50,male,China,East Asia,Mining and metals,not inherited
1993,56,male,Singapore,East Asia,Real Estate,not inherited
2004,45,male,Russia,Europe,Energy,not inherited
1994,43,male,Russia,Europe,"Retail, Restaurant",not inherited
1991,46,male,Russia,Europe,Real Estate,not inherited
1966,44,male,Brazil,Latin America,Money Management,father
1991,48,male,Russia,Europe,Media,not inherited
1987,77,male,India,South Asia,Non-consumer industrial,not inherited
1930,86,female,Brazil,Latin America,Energy,father
1990,58,male,Malaysia,East Asia,Real Estate,not inherited
1911,50,male,Peru,Latin America,Mining and metals,3rd generation
1977,66,male,Spain,Europe,"Retail, Restaurant",father
1959,82,male,Norway,Europe,Other,not inherited
1946,41,female,United States,North America,Consumer,3rd generation
1955,81,male,United States,North America,Consumer,not inherited
1999,46,male,South Korea,East Asia,Technology-Computer,not inherited
1938,40,female,South Korea,East Asia,Technology-Computer,3rd generation
2001,49,male,China,East Asia,0,not inherited
1998,44,male,China,East Asia,Technology-Medical,not inherited
1969,78,male,Austria,Europe,Non-consumer industrial,father
1989,68,male,Russia,Europe,Diversified financial,not inherited
0,59,male,China,East Asia,Real Estate,not inherited
1941,62,male,United States,North America,Non-consumer industrial,father
2005,43,male,China,East Asia,Technology-Computer,not inherited
1993,55,male,Thailand,East Asia,Real Estate,not inherited
1992,52,male,China,East Asia,Diversified financial,not inherited
1946,44,female,United States,North America,Consumer,3rd generation
1981,56,male,Turkey,Middle East/North Africa,Energy,not inherited
1995,51,male,Russia,Europe,Energy,not inherited
1995,59,male,Russia,Europe,Energy,not inherited
1964,70,male,Hong Kong,East Asia,Real Estate,not inherited
1987,61,male,United States,North America,Consumer,not inherited
1960,90,male,United States,North America,Real Estate,not inherited
1956,88,male,United States,North America,Technology-Medical,not inherited
1988,55,male,Thailand,East Asia,Non-consumer industrial,not inherited
1966,40,female,Brazil,Latin America,Money Management,father
1999,49,male,Russia,Europe,Non-consumer industrial,not inherited
1991,50,male,Russia,Europe,Diversified financial,not inherited
1961,77,male,Turkey,Middle East/North Africa,Media,not inherited
1970,58,male,Nepal,South Asia,Diversified financial,not inherited
1974,71,male,United States,North America,Money Management,not inherited
1839,90,male,United States,North America,Consumer,not inherited
1996,62,male,Singapore,East Asia,Real Estate,not inherited
1948,0,male,United States,North America,0,not inherited
1988,73,male,United States,North America,"Retail, Restaurant",not inherited
1953,69,male,Brazil,Latin America,Media,not inherited
1990,49,male,United States,North America,Energy,not inherited
2002,40,male,China,East Asia,Non-consumer industrial,not inherited
1989,59,male,Malaysia,East Asia,Technology-Computer,not inherited
1972,79,male,Hong Kong,East Asia,Real Estate,not inherited
1975,72,male,Japan,East Asia,"Retail, Restaurant",not inherited
1950,87,male,Indonesia,East Asia,Consumer,not inherited
1993,56,male,United States,North America,Money Management,not inherited
2005,52,male,China,East Asia,Technology-Medical,not inherited
1993,66,male,China,East Asia,Constrution,not inherited
1924,55,male,Finland,Europe,Non-consumer industrial,4th generation
1924,49,female,Finland,Europe,Non-consumer industrial,4th generation
1979,59,male,United States,North America,Consumer,not inherited
1957,75,male,France,Europe,Consumer,father
2005,52,male,China,East Asia,Technology-Medical,not inherited
1982,76,male,United States,North America,Non-consumer industrial,not inherited
1902,51,male,Spain,Europe,Non-consumer industrial,father
1966,86,male,Brazil,Latin America,Mining and metals,not inherited
1985,52,male,United States,North America,Consumer,not inherited
1967,70,male,Peru,Latin America,Consumer,not inherited
1994,53,male,China,East Asia,Diversified financial,not inherited
1947,64,male,South Korea,East Asia,Technology-Computer,father
1969,83,male,India,South Asia,Consumer,not inherited
1957,64,male,France,Europe,Consumer,father
1997,52,male,China,East Asia,Energy,not inherited
1999,0,male,China,East Asia,Consumer,not inherited
1958,93,male,Canada,North America,Real Estate,not inherited
2007,48,male,United States,North America,Technology-Computer,not inherited
1967,73,male,United States,North America,Money Management,not inherited
1936,39,female,Switzerland,Europe,Non-consumer industrial,father
1998,67,male,United Kingdom,Europe,Media,not inherited
1924,50,male,Finland,Europe,Non-consumer industrial,4th generation
1991,45,male,Russia,Europe,Hedge funds,not inherited
1899,68,male,Japan,East Asia,Consumer,3rd generation
1997,55,male,South Korea,East Asia,Money Management,not inherited
1995,65,male,Oman,Middle East/North Africa,Real Estate,not inherited
2001,50,male,China,East Asia,Technology-Medical,not inherited
1995,49,male,Russia,Europe,Energy,not inherited
1920,79,male,United States,North America,Energy,not inherited
1999,49,male,United States,North America,Hedge funds,not inherited
1976,69,male,Australia,North America,Real Estate,not inherited
1952,72,male,United States,North America,"Retail, Restaurant",father
1991,60,male,Russia,Europe,Energy,not inherited
1992,53,male,Russia,Europe,Consumer,not inherited
1991,54,male,Russia,Europe,Money Management,not inherited
1975,68,male,China,East Asia,Non-consumer industrial,not inherited
0,68,male,Australia,North America,"Retail, Restaurant",not inherited
1962,76,male,United States,North America,Consumer,not inherited
1985,58,male,Uganda,Sub-Saharan Africa,Real Estate,not inherited
1954,50,male,Switzerland,Europe,Consumer,3rd generation
1938,64,male,United States,North America,Consumer,3rd generation
1967,75,male,Peru,Latin America,Consumer,not inherited
2005,41,male,China,East Asia,Real Estate,not inherited
1935,77,male,India,South Asia,Technology-Medical,father
1990,62,male,China,East Asia,Real Estate,not inherited
1913,61,male,Australia,North America,Media,father
0,61,male,China,East Asia,Real Estate,not inherited
1992,71,male,China,East Asia,Consumer,not inherited
1995,57,female,China,East Asia,Consumer,not inherited
2003,47,male,United Kingdom,Europe,Hedge funds,not inherited
1951,68,female,Turkey,Middle East/North Africa,Money Management,spouse/widow
1984,0,male,United States,North America,"Retail, Restaurant",not inherited
1950,0,male,Brazil,Latin America,Media,3rd generation
1932,72,male,Austria,Europe,Non-consumer industrial,not inherited
1919,61,male,Brazil,Latin America,Diversified financial,father
1919,56,male,Brazil,Latin America,Diversified financial,father
1981,59,male,India,South Asia,Technology-Computer,not inherited
1975,67,male,Canada,North America,Real Estate,not inherited
1997,0,male,South Korea,East Asia,,not inherited
1996,62,male,China,East Asia,Technology-Medical,not inherited
1995,51,male,Brazil,Latin America,Consumer,not inherited
1984,0,female,United States,North America,"Retail, Restaurant",not inherited
1919,59,female,Brazil,Latin America,Diversified financial,father
1950,0,female,Brazil,Latin America,Media,3rd generation
1962,87,male,Japan,East Asia,Money Management,not inherited
2004,44,female,United States,North America,Technology-Computer,not inherited
1994,51,male,United States,North America,Real Estate,not inherited
1950,0,male,Brazil,Latin America,Media,3rd generation
1948,71,male,India,South Asia,Consumer,father
2004,46,female,China,East Asia,Technology-Computer,not inherited
2004,49,male,China,East Asia,Technology-Computer,not inherited
2004,43,male,China,East Asia,Technology-Computer,not inherited
1922,70,male,Israel,Middle East/North Africa,Money Management,not inherited
1952,71,male,Spain,Europe,Diversified financial,not inherited
1980,59,male,Norway,Europe,Diversified financial,not inherited
1992,65,male,China,East Asia,Technology-Medical,not inherited
1923,0,female,United States,North America,Consumer,father
1955,86,male,Philippines,East Asia,Real Estate,not inherited
1955,69,female,Australia,North America,Mining and metals,father
1929,50,female,France,Europe,Technology-Medical,3rd generation
1975,72,male,India,South Asia,Technology-Medical,not inherited
1907,62,male,Denmark,Europe,Technology-Computer,3rd generation
2010,55,male,Russia,Europe,Real Estate,not inherited
1995,49,male,United States,North America,Hedge funds,not inherited
1984,64,male,United States,North America,Consumer,not inherited
1987,57,male,Brazil,Latin America,Other,not inherited
1985,63,male,South Korea,East Asia,Other,not inherited
2004,60,male,United States,North America,Consumer,not inherited
1989,46,male,Poland,Europe,Real Estate,not inherited
1994,50,male,China,East Asia,Consumer,not inherited
1966,43,male,China,East Asia,"Retail, Restaurant",not inherited
1993,50,male,Russia,Europe,"Retail, Restaurant",not inherited
1993,49,male,Russia,Europe,"Retail, Restaurant",not inherited
1991,50,female,Russia,Europe,Constrution,not inherited
1982,48,male,Spain,Europe,Real Estate,not inherited
1989,53,male,China,East Asia,0,not inherited
2001,57,male,United States,North America,"Retail, Restaurant",not inherited
1990,56,male,China,East Asia,Diversified financial,not inherited
1983,69,male,United Kingdom,Europe,"Retail, Restaurant",not inherited
1986,63,male,India,South Asia,Mining and metals,not inherited
1929,48,male,France,Europe,Technology-Medical,3rd generation
1985,69,male,Germany,Europe,Non-consumer industrial,not inherited
1996,52,male,China,East Asia,Mining and metals,not inherited
1962,60,female,Hong Kong,East Asia,Real Estate,spouse/widow
1968,77,female,France,Europe,Technology-Medical,spouse/widow
1965,74,male,United States,North America,Other,not inherited
1993,48,male,India,South Asia,Real Estate,not inherited
1984,80,male,United States,North America,Technology-Computer,not inherited
0,68,male,Australia,North America,Real Estate,not inherited
1967,68,male,Peru,Latin America,Consumer,not inherited
1982,54,male,United States,North America,"Retail, Restaurant",not inherited
1997,0,female,Macau,East Asia,Real Estate,not inherited
1980,72,male,United States,North America,Real Estate,not inherited
1988,61,male,United States,North America,Technology-Medical,not inherited
1989,64,male,China,East Asia,Consumer,not inherited
1995,57,male,China,East Asia,Non-consumer industrial,not inherited
1996,86,male,Indonesia,East Asia,Mining and metals,not inherited
1998,64,male,Taiwan,East Asia,"Retail, Restaurant",not inherited
1990,59,female,China,East Asia,"Retail, Restaurant",not inherited
1981,54,male,United States,North America,"Retail, Restaurant",not inherited
1996,49,male,United Kingdom,Europe,Technology-Computer,not inherited
2006,41,male,Russia,Europe,Energy,not inherited
1948,75,female,Germany,Europe,Media,father
1982,84,male,Israel,Middle East/North Africa,Technology-Computer,not inherited
1993,66,male,Turkey,Middle East/North Africa,Media,not inherited
1992,46,male,Lithuania,Europe,"Retail, Restaurant",not inherited
1995,49,male,United States,North America,Hedge funds,not inherited
1995,49,male,Czech Republic,Europe,Mining and metals,not inherited
2001,51,male,United States,North America,Hedge funds,not inherited
1984,67,male,Taiwan,East Asia,Real Estate,not inherited
1918,82,male,Australia,North America,Consumer,not inherited
1999,49,male,Tanzania,Sub-Saharan Africa,Media,not inherited
2004,39,male,United States,North America,Media,not inherited
2000,43,female,United States,North America,Consumer,not inherited
2002,56,male,South Korea,East Asia,Technology-Medical,not inherited
1990,59,male,Russia,Europe,"Retail, Restaurant",not inherited
1992,55,male,Russia,Europe,Money Management,not inherited
1992,54,male,Ukraine,Europe,Money Management,not inherited
1912,86,male,Japan,East Asia,Technology-Medical,father
1948,50,male,Germany,Europe,Media,father
1993,66,male,India,South Asia,Consumer,not inherited
1969,77,male,United States,North America,Money Management,not inherited
1993,51,male,United States,North America,Diversified financial,not inherited
2004,47,female,United States,North America,Consumer,not inherited
1986,57,male,Australia,North America,Consumer,not inherited
2004,44,male,China,East Asia,Consumer,not inherited
1999,63,male,China,East Asia,"Retail, Restaurant",not inherited
1986,63,male,China,East Asia,Consumer,not inherited
1929,93,male,United States,North America,Energy,father
1991,55,male,Taiwan,East Asia,Non-consumer industrial,not inherited
1999,0,male,China,East Asia,Consumer,not inherited
0,53,male,China,East Asia,Real Estate,not inherited
1994,53,male,Czech Republic,Europe,Mining and metals,not inherited
1999,48,male,China,East Asia,Technology-Medical,not inherited
