,demographics.age,demographics.gender,location.citizenship,location.region,wealth.how.industry,wealth.how.inherited
2286,69,male,Brazil,Latin America,Real Estate,not inherited
2287,73,male,Brazil,Latin America,Real Estate,not inherited
2288,66,male,United States,North America,Media,not inherited
2289,61,male,South Africa,Sub-Saharan Africa,Media,not inherited
2290,43,female,South Korea,East Asia,Technology,inherited
2291,85,male,Hong Kong,East Asia,Consumer,inherited
2292,58,male,Israel,Middle East/North Africa,Construction,not inherited
2293,79,female,Brazil,Latin America,Construction,inherited
2294,76,female,Monaco,Europe,Financial,inherited
2295,45,male,United States,North America,Real Estate,not inherited
2296,65,male,Indonesia,East Asia,Construction,not inherited
2297,61,male,United States,North America,Financial,not inherited
2298,0,male,Kuwait,Middle East/North Africa,Financial,inherited
2299,45,male,Turkey,Middle East/North Africa,Other,not inherited
2300,69,male,Turkey,Middle East/North Africa,Consumer,not inherited
2301,58,male,China,East Asia,Real Estate,not inherited
2302,38,male,United States,North America,Technology,not inherited
2303,24,female,Hong Kong,East Asia,Real Estate,inherited
2304,54,male,United States,North America,Other,inherited
2305,48,male,Ukraine,Europe,Consumer,not inherited
2306,66,male,Austria,Europe,Consumer,not inherited
2307,65,male,Mexico,Latin America,Construction,not inherited
2308,57,male,Egypt,Middle East/North Africa,Real Estate,inherited
2309,59,male,Israel,Middle East/North Africa,Technology,not inherited
2310,86,male,United States,North America,"Retail, Restaurant",not inherited
2311,49,male,South Africa,Sub-Saharan Africa,Technology,not inherited
2312,44,male,China,East Asia,Consumer,not inherited
2313,64,male,Thailand,East Asia,Media,not inherited
2314,53,male,Sweden,Europe,Financial,not inherited
2315,46,male,Russia,Europe,Consumer,not inherited
2316,47,male,Russia,Europe,Financial,not inherited
2317,70,male,Switzerland,Europe,"Retail, Restaurant",inherited
2318,49,male,China,East Asia,Technology,not inherited
2319,84,male,Brazil,Latin America,Construction,not inherited
2320,54,male,Russia,Europe,Consumer,not inherited
2321,46,male,South Korea,East Asia,Technology,not inherited
2322,81,male,Canada,North America,Media,not inherited
2323,56,male,Morocco,Middle East/North Africa,Real Estate,not inherited
2324,71,male,India,South Asia,Consumer,inherited
2325,62,male,Kuwait,Middle East/North Africa,Financial,inherited
2326,66,male,Malaysia,East Asia,Real Estate,not inherited
2327,45,male,South Korea,East Asia,"Retail, Restaurant",inherited
2328,66,male,United States,North America,Energy,inherited
2329,52,male,United Kingdom,Europe,Financial,not inherited
2330,52,male,Hong Kong,East Asia,"Retail, Restaurant",not inherited
2331,87,male,France,Europe,Consumer,not inherited
2332,48,male,Russia,Europe,Energy,not inherited
2333,68,male,Kuwait,Middle East/North Africa,Financial,inherited
2334,56,male,United States,North America,Financial,not inherited
2335,68,male,Japan,East Asia,Other,inherited
2336,51,male,China,East Asia,Real Estate,not inherited
2337,38,male,Japan,East Asia,Technology,not inherited
2338,54,male,Nigeria,Sub-Saharan Africa,Consumer,not inherited
2339,69,male,Turkey,Middle East/North Africa,Financial,not inherited
2340,73,male,Italy,Europe,Consumer,not inherited
2341,56,male,Argentina,Latin America,Technology,inherited
2342,61,male,Russia,Europe,Energy,not inherited
2343,42,male,Russia,Europe,Real Estate,not inherited
2344,59,male,Singapore,East Asia,Real Estate,inherited
2345,35,male,Lebanon,Middle East/North Africa,Construction,inherited
2346,70,female,United Kingdom,Europe,Consumer,inherited
2347,54,male,United States,North America,Media,inherited
2348,57,female,United States,North America,"Retail, Restaurant",inherited
2349,67,male,Hong Kong,East Asia,Consumer,not inherited
2350,76,male,South Korea,East Asia,Consumer,inherited
2351,63,male,France,Europe,Construction,not inherited
2352,49,male,United States,North America,Other,not inherited
2353,57,male,Russia,Europe,Energy,not inherited
2354,63,female,United States,North America,Other,inherited
2355,85,male,United States,North America,"Retail, Restaurant",inherited
2356,0,female,Brazil,Latin America,Construction,inherited
2357,71,male,Taiwan,East Asia,Financial,inherited
2358,30,male,United States,North America,Technology,not inherited
2359,65,male,Indonesia,East Asia,Construction,inherited
2360,33,male,Lebanon,Middle East/North Africa,Construction,inherited
2361,51,male,United States,North America,Consumer,not inherited
2362,74,male,Australia,North America,"Retail, Restaurant",not inherited
2363,50,male,France,Europe,Technology,not inherited
2364,64,male,Brazil,Latin America,Consumer,not inherited
2365,48,male,Indonesia,East Asia,Media,not inherited
2366,60,male,China,East Asia,Real Estate,not inherited
2367,59,male,Romania,Europe,Consumer,not inherited
2368,0,male,St. Kitts and Nevis,Latin America,Consumer,not inherited
2369,75,male,France,Europe,Construction,inherited
2370,61,male,United Kingdom,Europe,Construction,not inherited
2371,59,male,United States,North America,Technology,not inherited
2372,50,male,Singapore,East Asia,Real Estate,not inherited
2373,42,male,Russia,Europe,Real Estate,not inherited
2374,40,male,Ukraine,Europe,Construction,not inherited
2375,68,male,Australia,North America,Real Estate,not inherited
2376,77,male,Australia,North America,Construction,not inherited
2377,64,male,Russia,Europe,Financial,not inherited
2378,50,male,China,East Asia,Technology,not inherited
2379,76,female,Brazil,Latin America,Financial,inherited
2380,63,male,China,East Asia,Construction,not inherited
2381,69,female,Argentina,Latin America,Construction,inherited
2382,55,male,United Kingdom,Europe,Real Estate,not inherited
2383,60,male,United States,North America,"Retail, Restaurant",not inherited
2384,69,male,India,South Asia,Real Estate,not inherited
2385,62,male,Oman,Middle East/North Africa,Energy,not inherited
2386,53,male,Malaysia,East Asia,Energy,not inherited
2387,61,male,Israel,Middle East/North Africa,Technology,not inherited
2388,50,male,China,East Asia,Technology,not inherited
2389,42,male,Russia,Europe,Real Estate,not inherited
2390,56,male,Russia,Europe,Financial,not inherited
2391,43,male,India,South Asia,Consumer,not inherited
2392,53,male,India,South Asia,Other,not inherited
2393,56,male,Singapore,East Asia,"Retail, Restaurant",not inherited
2394,83,male,Canada,North America,"Retail, Restaurant",not inherited
2395,57,male,Brazil,Latin America,Construction,not inherited
2396,55,male,United States,North America,Technology,not inherited
2397,61,male,Cyprus,Europe,Real Estate,not inherited
2398,60,male,China,East Asia,Construction,not inherited
2399,50,male,China,East Asia,Consumer,not inherited
2400,68,male,United States,North America,Other,inherited
2401,68,male,United States,North America,Energy,not inherited
2402,49,male,Hong Kong,East Asia,Consumer,not inherited
2403,51,female,United Kingdom,Europe,Real Estate,not inherited
2404,52,male,China,East Asia,Other,not inherited
2405,50,male,China,East Asia,Construction,not inherited
2406,56,male,Singapore,East Asia,Real Estate,not inherited
2407,45,male,Russia,Europe,Energy,not inherited
2408,43,male,Russia,Europe,"Retail, Restaurant",not inherited
2409,46,male,Russia,Europe,Real Estate,not inherited
2410,44,male,Brazil,Latin America,Financial,inherited
2411,48,male,Russia,Europe,Media,not inherited
2412,77,male,India,South Asia,Construction,not inherited
2413,86,female,Brazil,Latin America,Energy,inherited
2414,58,male,Malaysia,East Asia,Real Estate,not inherited
2415,50,male,Peru,Latin America,Construction,inherited
2416,66,male,Spain,Europe,"Retail, Restaurant",inherited
2417,82,male,Norway,Europe,Other,not inherited
2418,41,female,United States,North America,Consumer,inherited
2419,81,male,United States,North America,Consumer,not inherited
2420,46,male,South Korea,East Asia,Technology,not inherited
2421,40,female,South Korea,East Asia,Technology,inherited
2422,49,male,China,East Asia,Other,not inherited
2423,44,male,China,East Asia,Technology,not inherited
2424,78,male,Austria,Europe,Construction,inherited
2425,68,male,Russia,Europe,Financial,not inherited
2426,59,male,China,East Asia,Real Estate,not inherited
2427,62,male,United States,North America,Construction,inherited
2428,43,male,China,East Asia,Technology,not inherited
2429,55,male,Thailand,East Asia,Real Estate,not inherited
2430,52,male,China,East Asia,Financial,not inherited
2431,44,female,United States,North America,Consumer,inherited
2432,56,male,Turkey,Middle East/North Africa,Energy,not inherited
2433,51,male,Russia,Europe,Energy,not inherited
2434,59,male,Russia,Europe,Energy,not inherited
2435,70,male,Hong Kong,East Asia,Real Estate,not inherited
2436,61,male,United States,North America,Consumer,not inherited
2437,90,male,United States,North America,Real Estate,not inherited
2438,88,male,United States,North America,Technology,not inherited
2439,55,male,Thailand,East Asia,Construction,not inherited
2440,40,female,Brazil,Latin America,Financial,inherited
2441,49,male,Russia,Europe,Construction,not inherited
2442,50,male,Russia,Europe,Financial,not inherited
2443,77,male,Turkey,Middle East/North Africa,Media,not inherited
2444,58,male,Nepal,South Asia,Financial,not inherited
2445,71,male,United States,North America,Financial,not inherited
2446,90,male,United States,North America,Consumer,not inherited
2447,62,male,Singapore,East Asia,Real Estate,not inherited
2448,0,male,United States,North America,Other,not inherited
2449,73,male,United States,North America,"Retail, Restaurant",not inherited
2450,69,male,Brazil,Latin America,Media,not inherited
2451,49,male,United States,North America,Energy,not inherited
2452,40,male,China,East Asia,Construction,not inherited
2453,59,male,Malaysia,East Asia,Technology,not inherited
2454,79,male,Hong Kong,East Asia,Real Estate,not inherited
2455,72,male,Japan,East Asia,"Retail, Restaurant",not inherited
2456,87,male,Indonesia,East Asia,Consumer,not inherited
2457,56,male,United States,North America,Financial,not inherited
2458,52,male,China,East Asia,Technology,not inherited
2459,66,male,China,East Asia,Construction,not inherited
2460,55,male,Finland,Europe,Construction,inherited
2461,49,female,Finland,Europe,Construction,inherited
2462,59,male,United States,North America,Consumer,not inherited
2463,75,male,France,Europe,Consumer,inherited
2464,52,male,China,East Asia,Technology,not inherited
2465,76,male,United States,North America,Construction,not inherited
2466,51,male,Spain,Europe,Construction,inherited
2467,86,male,Brazil,Latin America,Construction,not inherited
2468,52,male,United States,North America,Consumer,not inherited
2469,70,male,Peru,Latin America,Consumer,not inherited
2470,53,male,China,East Asia,Financial,not inherited
2471,64,male,South Korea,East Asia,Technology,inherited
2472,83,male,India,South Asia,Consumer,not inherited
2473,64,male,France,Europe,Consumer,inherited
2474,52,male,China,East Asia,Energy,not inherited
2475,0,male,China,East Asia,Consumer,not inherited
2476,93,male,Canada,North America,Real Estate,not inherited
2477,48,male,United States,North America,Technology,not inherited
2478,73,male,United States,North America,Financial,not inherited
2479,39,female,Switzerland,Europe,Construction,inherited
2480,67,male,United Kingdom,Europe,Media,not inherited
2481,50,male,Finland,Europe,Construction,inherited
2482,45,male,Russia,Europe,Financial,not inherited
2483,68,male,Japan,East Asia,Consumer,inherited
2484,55,male,South Korea,East Asia,Financial,not inherited
2485,65,male,Oman,Middle East/North Africa,Real Estate,not inherited
2486,50,male,China,East Asia,Technology,not inherited
2487,49,male,Russia,Europe,Energy,not inherited
2488,79,male,United States,North America,Energy,not inherited
2489,49,male,United States,North America,Financial,not inherited
2490,69,male,Australia,North America,Real Estate,not inherited
2491,72,male,United States,North America,"Retail, Restaurant",inherited
2492,60,male,Russia,Europe,Energy,not inherited
2493,53,male,Russia,Europe,Consumer,not inherited
2494,54,male,Russia,Europe,Financial,not inherited
2495,68,male,China,East Asia,Construction,not inherited
2496,68,male,Australia,North America,"Retail, Restaurant",not inherited
2497,76,male,United States,North America,Consumer,not inherited
2498,58,male,Uganda,Sub-Saharan Africa,Real Estate,not inherited
2499,50,male,Switzerland,Europe,Consumer,inherited
2500,64,male,United States,North America,Consumer,inherited
2501,75,male,Peru,Latin America,Consumer,not inherited
2502,41,male,China,East Asia,Real Estate,not inherited
2503,77,male,India,South Asia,Technology,inherited
2504,62,male,China,East Asia,Real Estate,not inherited
2505,61,male,Australia,North America,Media,inherited
2506,61,male,China,East Asia,Real Estate,not inherited
2507,71,male,China,East Asia,Consumer,not inherited
2508,57,female,China,East Asia,Consumer,not inherited
2509,47,male,United Kingdom,Europe,Financial,not inherited
2510,68,female,Turkey,Middle East/North Africa,Financial,inherited
2511,0,male,United States,North America,"Retail, Restaurant",not inherited
2512,0,male,Brazil,Latin America,Media,inherited
2513,72,male,Austria,Europe,Construction,not inherited
2514,61,male,Brazil,Latin America,Financial,inherited
2515,56,male,Brazil,Latin America,Financial,inherited
2516,59,male,India,South Asia,Technology,not inherited
2517,67,male,Canada,North America,Real Estate,not inherited
2518,0,male,South Korea,East Asia,,not inherited
2519,62,male,China,East Asia,Technology,not inherited
2520,51,male,Brazil,Latin America,Consumer,not inherited
2521,0,female,United States,North America,"Retail, Restaurant",not inherited
2522,59,female,Brazil,Latin America,Financial,inherited
2523,0,female,Brazil,Latin America,Media,inherited
2524,87,male,Japan,East Asia,Financial,not inherited
2525,44,female,United States,North America,Technology,not inherited
2526,51,male,United States,North America,Real Estate,not inherited
2527,0,male,Brazil,Latin America,Media,inherited
2528,71,male,India,South Asia,Consumer,inherited
2529,46,female,China,East Asia,Technology,not inherited
2530,49,male,China,East Asia,Technology,not inherited
2531,43,male,China,East Asia,Technology,not inherited
2532,70,male,Israel,Middle East/North Africa,Financial,not inherited
2533,71,male,Spain,Europe,Financial,not inherited
2534,59,male,Norway,Europe,Financial,not inherited
2535,65,male,China,East Asia,Technology,not inherited
2536,0,female,United States,North America,Consumer,inherited
2537,86,male,Philippines,East Asia,Real Estate,not inherited
2538,69,female,Australia,North America,Construction,inherited
2539,50,female,France,Europe,Technology,inherited
2540,72,male,India,South Asia,Technology,not inherited
2541,62,male,Denmark,Europe,Technology,inherited
2542,55,male,Russia,Europe,Real Estate,not inherited
2543,49,male,United States,North America,Financial,not inherited
2544,64,male,United States,North America,Consumer,not inherited
2545,57,male,Brazil,Latin America,Other,not inherited
2546,63,male,South Korea,East Asia,Other,not inherited
2547,60,male,United States,North America,Consumer,not inherited
2548,46,male,Poland,Europe,Real Estate,not inherited
2549,50,male,China,East Asia,Consumer,not inherited
2550,43,male,China,East Asia,"Retail, Restaurant",not inherited
2551,50,male,Russia,Europe,"Retail, Restaurant",not inherited
2552,49,male,Russia,Europe,"Retail, Restaurant",not inherited
2553,50,female,Russia,Europe,Construction,not inherited
2554,48,male,Spain,Europe,Real Estate,not inherited
2555,53,male,China,East Asia,Other,not inherited
2556,57,male,United States,North America,"Retail, Restaurant",not inherited
2557,56,male,China,East Asia,Financial,not inherited
2558,69,male,United Kingdom,Europe,"Retail, Restaurant",not inherited
2559,63,male,India,South Asia,Construction,not inherited
2560,48,male,France,Europe,Technology,inherited
2561,69,male,Germany,Europe,Construction,not inherited
2562,52,male,China,East Asia,Construction,not inherited
2563,60,female,Hong Kong,East Asia,Real Estate,inherited
2564,77,female,France,Europe,Technology,inherited
2565,74,male,United States,North America,Other,not inherited
2566,48,male,India,South Asia,Real Estate,not inherited
2567,80,male,United States,North America,Technology,not inherited
2568,68,male,Australia,North America,Real Estate,not inherited
2569,68,male,Peru,Latin America,Consumer,not inherited
2570,54,male,United States,North America,"Retail, Restaurant",not inherited
2571,0,female,Macau,East Asia,Real Estate,not inherited
2572,72,male,United States,North America,Real Estate,not inherited
2573,61,male,United States,North America,Technology,not inherited
2574,64,male,China,East Asia,Consumer,not inherited
2575,57,male,China,East Asia,Construction,not inherited
2576,86,male,Indonesia,East Asia,Construction,not inherited
2577,64,male,Taiwan,East Asia,"Retail, Restaurant",not inherited
2578,59,female,China,East Asia,"Retail, Restaurant",not inherited
2579,54,male,United States,North America,"Retail, Restaurant",not inherited
2580,49,male,United Kingdom,Europe,Technology,not inherited
2581,41,male,Russia,Europe,Energy,not inherited
2582,75,female,Germany,Europe,Media,inherited
2583,84,male,Israel,Middle East/North Africa,Technology,not inherited
2584,66,male,Turkey,Middle East/North Africa,Media,not inherited
2585,46,male,Lithuania,Europe,"Retail, Restaurant",not inherited
2586,49,male,United States,North America,Financial,not inherited
2587,49,male,Czech Republic,Europe,Construction,not inherited
2588,51,male,United States,North America,Financial,not inherited
2589,67,male,Taiwan,East Asia,Real Estate,not inherited
2590,82,male,Australia,North America,Consumer,not inherited
2591,49,male,Tanzania,Sub-Saharan Africa,Media,not inherited
2592,39,male,United States,North America,Media,not inherited
2593,43,female,United States,North America,Consumer,not inherited
2594,56,male,South Korea,East Asia,Technology,not inherited
2595,59,male,Russia,Europe,"Retail, Restaurant",not inherited
2596,55,male,Russia,Europe,Financial,not inherited
2597,54,male,Ukraine,Europe,Financial,not inherited
2598,86,male,Japan,East Asia,Technology,inherited
2599,50,male,Germany,Europe,Media,inherited
2600,66,male,India,South Asia,Consumer,not inherited
2601,77,male,United States,North America,Financial,not inherited
2602,51,male,United States,North America,Financial,not inherited
2603,47,female,United States,North America,Consumer,not inherited
2604,57,male,Australia,North America,Consumer,not inherited
2605,44,male,China,East Asia,Consumer,not inherited
2606,63,male,China,East Asia,"Retail, Restaurant",not inherited
2607,63,male,China,East Asia,Consumer,not inherited
2608,93,male,United States,North America,Energy,inherited
2609,55,male,Taiwan,East Asia,Construction,not inherited
2610,0,male,China,East Asia,Consumer,not inherited
2611,53,male,China,East Asia,Real Estate,not inherited
2612,53,male,Czech Republic,Europe,Construction,not inherited
2613,48,male,China,East Asia,Technology,not inherited
